10 273 44 0
20 273 44 0
30 273 44 0
40 273 44 0
50 273.003 44 0
60 273.01 44 0
70 273.023 44 0
80 273.045 44 0
90 273.077 44 0
100 273.119 44 0
110 273.171 44 0
120 273.234 44 0
130 273.309 44 0
140 273.395 44 0
150 273.492 44 0
160 273.601 44 0
170 273.72 44 0
180 273.849 44 0
190 273.989 44 0
200 274.139 44 0
210 274.297 44 0
220 274.465 44 0
230 274.642 44 0
240 274.827 44 0
250 275.019 44 0
260 275.219 44 0
270 275.426 44 0
280 275.64 44 0
290 275.859 44 0
300 276.085 44 0
310 276.316 44 0
320 276.553 44 0
330 276.794 44 0
340 277.04 44 0
350 277.291 44 0
360 277.546 44 0
370 277.804 44 0
380 278.066 44 0
390 278.332 44 0
400 278.6 44 0
410 278.872 44 0
420 279.146 44 0
430 279.423 44 0
440 279.703 44 0
450 279.984 44 0
460 280.268 44 0
470 280.554 44 0
480 280.842 44 0
490 281.131 44 0
500 281.422 44 0
510 281.714 44 0
520 282.008 44 0
530 282.304 44 0
540 282.6 44 0
550 282.898 44 0
560 283.197 44 0
570 283.496 44 0
580 283.797 44 0
590 284.099 44 0
600 284.401 44 0
610 284.704 44 0
620 285.008 44 0
630 285.313 44 0
640 285.618 44 0
650 285.923 44 0
660 286.23 44 0
670 286.536 44 0
680 286.844 44 0
690 287.151 44 0
700 287.459 44 0
710 287.768 44 0
720 288.076 44 0
730 288.386 44 0
740 288.695 44 0
750 289.005 44 0
760 289.315 44 0
770 289.625 44 0
780 289.935 44 0
790 290.246 44 0
800 290.557 44 0
810 290.868 44 0
820 291.179 44 0
830 291.49 44 0
840 291.802 44 0
850 292.114 44 0
860 292.425 44 0
870 292.737 44 0
880 293.049 44 0
890 293.361 44 0
900 293.674 44 0
910 293.986 44 0
920 294.298 44 0
930 294.611 44 0
940 294.924 44 0
950 295.236 44 0
960 295.549 44 0
970 295.862 44 0
980 296.174 44 0
990 296.487 44 0
1000 296.8 44 0
1010 297.113 44 0
1020 297.426 44 0
1030 297.739 44 0
1040 298.052 44 0
1050 298.366 44 0
1060 298.679 44 0
1070 298.992 44 0
1080 299.305 44 0
1090 299.618 44 0
1100 299.932 44 0
1110 300.245 44 0
1120 300.558 44 0
1130 300.872 44 0
1140 301.185 44 0
1150 301.498 44 0
1160 301.812 44 0
1170 302.125 44 0
1180 302.438 44 0
1190 302.752 44 0
1200 303.065 44 0
1210 303.379 44 0
1220 303.692 44 0
1230 304.006 44 0
1240 304.319 44 0
